shipment_id,date,direction,carrier,origin,destination,lane_id,sku_category,weight_kg,quantity,promised_lead_days,actual_lead_days,delay_days,is_delayed,freight_cost_usd,invoiced_cost_usd,cost_variance_usd,damage_flag,month,day_of_week,is_weekend,is_nov_dec,quarter,weight_bucket,cost_per_kg,delay_ratio,rolling_avg_delay,rolling_on_time_rate,rolling_damage_rate,rolling_cost_variance,lane_avg_delay,lane_delay_rate,lane_risk_numeric
SHP-02404,2023-01-03,outbound,RelayEx,"Denver, CO","Columbus, OH",CO-OH,Apparel,482.4,13,14,13,-1.0,0,9.27,9.64,0.37,0,1,1,0,0,1,2,0.0192,0.9286,0.3,0.0,0.0,0.11,1.24,0.8,1
SHP-01180,2023-01-03,inbound,PrimeHaul,"Atlanta, GA","Portland, OR",GA-OR,Industrial Parts,95.4,358,5,5,0.5,1,19.94,19.73,-0.21,0,1,1,0,0,1,1,0.209,1.0,0.6313501144164759,0.2860411899313501,0.016018306636155607,0.038443935926773455,0.517,0.6667,1
SHP-02631,2023-01-04,inbound,RelayEx,"Atlanta, GA","Tampa, FL",GA-FL,Pharmaceuticals,137.4,22,3,4,1.0,1,5.0,5.21,0.21,0,1,2,0,0,1,2,0.0364,1.3333,-0.35,0.5,0.0,0.24,1.057,0.7143,1
SHP-00823,2023-01-04,outbound,CargoLink,"Atlanta, GA","Indianapolis, IN",GA-IN,Pharmaceuticals,212.6,2,3,2,-0.9,0,5.8,5.96,0.16,0,1,2,0,0,1,2,0.0273,0.6667,0.3,0.5,0.0,0.58,0.85,0.6111,0
SHP-01476,2023-01-04,outbound,FastFreight,"Denver, CO","San Antonio, TX",CO-TX,Industrial Parts,36.4,36,2,1,-0.8,0,5.27,5.2,-0.07,0,1,2,0,0,1,0,0.1448,0.5,-0.033333333333333326,0.6666666666666667,0.0,-0.17,0.892,0.6923,1
SHP-02585,2023-01-04,outbound,SwiftLog,"Miami, FL","Baltimore, MD",FL-MD,Food & Beverage,99.0,68,5,7,1.9,1,7.87,8.01,0.14,0,1,2,0,0,1,1,0.0795,1.4,-0.0,1.0,0.0,0.38,0.886,0.7143,1
SHP-00236,2023-01-04,inbound,FastFreight,"Chicago, IL","Portland, OR",IL-OR,Pharmaceuticals,56.9,9,2,2,0.4,1,3.54,3.4,-0.14,0,1,2,0,0,1,0,0.0622,1.0,-0.033333333333333326,0.6666666666666667,0.0,-0.17,1.0,0.5455,0
SHP-01399,2023-01-05,outbound,RelayEx,"Phoenix, AZ","San Antonio, TX",AZ-TX,Automotive,18.7,24,7,9,1.9,1,3.89,4.0,0.11,0,1,3,0,0,1,0,0.208,1.2857,0.10000000000000002,0.33333333333333337,0.0,0.22999999999999998,0.625,0.6667,1
SHP-01514,2023-01-05,outbound,NorthStar,"New York, NY","Minneapolis, MN",NY-MN,Electronics,177.1,173,10,12,1.7,1,14.69,15.44,0.75,0,1,3,0,0,1,2,0.0829,1.2,2.6500000000000004,0.0,0.0,0.495,1.133,0.75,1
SHP-02737,2023-01-05,outbound,SwiftLog,"Dallas, TX","Tampa, FL",TX-FL,Electronics,46.7,140,5,7,2.1,1,9.61,9.94,0.33,0,1,3,0,0,1,0,0.2058,1.4,0.95,0.5,0.0,0.26,1.0215,0.775,1
SHP-00226,2023-01-05,outbound,FastFreight,"Detroit, MI","Salt Lake City, UT",MI-UT,Consumer Goods,23.3,23,7,7,0.1,1,4.62,4.5,-0.12,0,1,3,0,0,1,0,0.1983,1.0,-0.1,0.6,0.0,-0.144,0.291,0.5455,0
SHP-02953,2023-01-05,outbound,FastFreight,"Memphis, TN","Kansas City, MO",TN-MO,Office Supplies,118.4,135,10,8,-1.9,0,10.69,10.86,0.17,0,1,3,0,0,1,1,0.0903,0.8,-0.1,0.6,0.0,-0.144,1.511,0.7778,1
SHP-02669,2023-01-06,outbound,NorthStar,"Houston, TX","Louisville, KY",TX-KY,Office Supplies,45.2,16,7,8,1.4,1,4.49,4.64,0.15,0,1,4,0,0,1,0,0.0993,1.1429,2.3333333333333335,0.0,0.0,0.58,0.6535,0.56665,0
SHP-02553,2023-01-06,outbound,PrimeHaul,"Detroit, MI","Baltimore, MD",MI-MD,Office Supplies,68.5,24,3,1,-1.6,0,4.96,5.17,0.21,0,1,4,0,0,1,1,0.0724,0.3333,0.45,0.0,0.0,-0.195,0.227,0.5455,0
SHP-02010,2023-01-07,inbound,NorthStar,"Chicago, IL","Indianapolis, IN",IL-IN,Apparel,152.5,58,3,3,0.4,1,7.49,8.17,0.68,0,1,5,1,0,1,2,0.0491,1.0,2.1,0.0,0.0,0.4725,0.4,0.5556,0
SHP-01139,2023-01-08,inbound,NorthStar,"Memphis, TN","Columbus, OH",TN-OH,Consumer Goods,25.1,31,7,9,2.4,1,4.89,5.24,0.35,0,1,6,1,0,1,0,0.1948,1.2857,1.7600000000000002,0.0,0.0,0.514,1.136043259557344,0.7176125922199866,1
SHP-02519,2023-01-09,outbound,CargoLink,"Los Angeles, CA","Kansas City, MO",CA-MO,Industrial Parts,73.3,58,5,5,0.5,1,6.56,7.16,0.6,0,1,0,0,0,1,1,0.0895,1.0,-0.10000000000000002,0.6666666666666667,0.0,0.43999999999999995,0.271,0.7143,1
SHP-02703,2023-01-09,outbound,CargoLink,"Miami, FL","Portland, OR",FL-OR,Pharmaceuticals,201.3,51,5,4,-1.0,0,7.64,8.03,0.39,0,1,0,0,0,1,2,0.038,0.8,-0.10000000000000002,0.6666666666666667,0.0,0.43999999999999995,0.42,0.6,0
SHP-01725,2023-01-09,outbound,NorthStar,"New York, NY","Kansas City, MO",NY-MO,Office Supplies,30.9,79,5,7,1.6,1,7.15,8.2,1.05,0,1,0,0,0,1,0,0.2314,1.4,1.8666666666666665,0.0,0.0,0.48666666666666664,-0.03,0.3,0
SHP-02896,2023-01-09,outbound,NorthStar,"Los Angeles, CA","Indianapolis, IN",CA-IN,Automotive,439.5,105,5,6,1.1,1,14.19,15.81,1.62,0,1,0,0,0,1,2,0.0323,1.2,1.8666666666666665,0.0,0.0,0.48666666666666664,1.3,0.75,1
SHP-00935,2023-01-10,inbound,SwiftLog,"New York, NY","Salt Lake City, UT",NY-UT,Consumer Goods,77.8,20,3,4,0.7,1,4.98,5.31,0.33,0,1,1,0,0,1,1,0.064,1.3333,1.3333333333333333,0.33333333333333337,0.0,0.2833333333333334,1.321,0.8571,2
SHP-02399,2023-01-10,outbound,NorthStar,"Chicago, IL","Baltimore, MD",IL-MD,Consumer Goods,118.2,8,10,11,0.7,1,4.38,4.82,0.44,0,1,1,0,0,1,1,0.0371,1.1,1.7375,0.0,0.0,0.69875,1.227,0.7333,1
SHP-02865,2023-01-10,inbound,RelayEx,"Dallas, TX","Salt Lake City, UT",TX-UT,Consumer Goods,219.6,18,3,5,2.3,1,6.48,6.57,0.09,0,1,1,0,0,1,2,0.0295,1.6667,0.55,0.25,0.0,0.19999999999999998,1.6635,1.0,2
SHP-00058,2023-01-10,outbound,RelayEx,"Memphis, TN","Louisville, KY",TN-KY,Pharmaceuticals,56.5,56,3,6,3.3,1,6.65,6.69,0.04,0,1,1,0,0,1,0,0.1177,2.0,0.55,0.25,0.0,0.19999999999999998,1.475,0.6667,1
SHP-00620,2023-01-10,inbound,NorthStar,"Atlanta, GA","Baltimore, MD",GA-MD,Industrial Parts,129.4,55,7,7,-0.4,0,6.39,7.19,0.8,0,1,1,0,0,1,2,0.0494,1.0,1.7375,0.0,0.0,0.69875,1.889,0.8889,2
SHP-02301,2023-01-10,outbound,FastFreight,"Denver, CO","Portland, OR",CO-OR,Apparel,56.9,105,5,4,-0.7,0,9.36,8.7,-0.66,0,1,1,0,0,1,0,0.1645,0.8,-0.32857142857142857,0.5714285714285714,0.0,-0.09571428571428571,0.821,0.6429,0
SHP-02028,2023-01-11,outbound,RelayEx,"Houston, TX","Minneapolis, MN",TX-MN,Electronics,124.5,16,5,4,-0.6,0,4.71,4.82,0.11,0,1,2,0,0,1,1,0.0378,0.8,1.3,0.16666666666666663,0.0,0.155,0.652,0.6182,0
SHP-01190,2023-01-11,inbound,NorthStar,"Los Angeles, CA","Kansas City, MO",CA-MO,Apparel,66.5,69,3,3,-0.3,0,7.0,7.01,0.01,0,1,2,0,0,1,1,0.1053,1.0,1.4200000000000002,0.09999999999999998,0.0,0.683,1.057,0.7143,1
SHP-02252,2023-01-11,inbound,SwiftLog,"Atlanta, GA","Nashville, TN",GA-TN,Electronics,120.4,101,3,5,2.5,1,9.74,9.98,0.24,0,1,2,0,0,1,1,0.0809,1.6667,1.175,0.25,0.0,0.29500000000000004,1.58,0.8,1
SHP-02337,2023-01-11,outbound,PrimeHaul,"Atlanta, GA","Louisville, KY",GA-KY,Pharmaceuticals,242.3,63,7,8,1.4,1,9.65,10.28,0.63,0,1,2,0,0,1,2,0.0398,1.1429,-0.23333333333333336,0.33333333333333337,0.0,-0.06,1.665,0.75,1
SHP-02318,2023-01-11,inbound,FastFreight,"Atlanta, GA","Kansas City, MO",GA-MO,Consumer Goods,106.5,56,14,14,-0.0,0,6.27,6.19,-0.08,0,1,2,0,0,1,1,0.0589,1.0,-0.375,0.625,0.0,-0.16625,1.031,0.4615,0
SHP-01979,2023-01-11,outbound,FastFreight,"Atlanta, GA","Charlotte, NC",GA-NC,Automotive,74.3,109,3,4,1.2,1,9.17,8.96,-0.21,1,1,2,0,0,1,1,0.1234,1.3333,-0.375,0.625,0.0,-0.16625,1.781,0.9375,2
SHP-01775,2023-01-12,inbound,RelayEx,"New York, NY","Columbus, OH",NY-OH,Apparel,164.2,58,10,11,1.3,1,7.02,7.41,0.39,0,1,3,0,0,1,2,0.0428,1.1,1.0285714285714287,0.2857142857142857,0.0,0.14857142857142858,1.06,0.9,2
SHP-00212,2023-01-12,outbound,NorthStar,"Los Angeles, CA","Louisville, KY",CA-KY,Office Supplies,59.2,51,7,7,-0.1,0,5.79,6.14,0.35,0,1,3,0,0,1,0,0.0978,1.0,1.2636363636363637,0.18181818181818177,0.0,0.6218181818181818,0.9,0.6667,1
SHP-01634,2023-01-12,outbound,NorthStar,"Houston, TX","Salt Lake City, UT",TX-UT,Food & Beverage,74.4,31,2,2,0.2,1,5.25,5.51,0.26,0,1,3,0,0,1,1,0.0706,1.0,1.2636363636363637,0.18181818181818177,0.0,0.6218181818181818,1.233,0.6667,1
SHP-01098,2023-01-12,outbound,DirectMove,"Memphis, TN","Kansas City, MO",TN-MO,Industrial Parts,22.7,36,3,7,4.3,1,4.56,5.17,0.61,0,1,3,0,0,1,0,0.2009,2.3333,4.566666666666666,0.0,0.0,1.5366666666666668,1.511,0.7778,1
SHP-02847,2023-01-12,outbound,PrimeHaul,"New York, NY","Columbus, OH",NY-OH,Automotive,60.9,85,5,4,-1.1,0,8.5,8.35,-0.15,0,1,3,0,0,1,0,0.1396,0.8,0.17499999999999996,0.25,0.0,0.1125,1.06,0.7,1
SHP-02398,2023-01-12,outbound,RelayEx,"Denver, CO","San Antonio, TX",CO-TX,Automotive,151.6,42,10,11,1.3,1,6.42,7.04,0.62,0,1,3,0,0,1,2,0.0423,1.1,1.0285714285714287,0.2857142857142857,0.0,0.14857142857142858,0.892,0.6923,1
SHP-00715,2023-01-13,inbound,RelayEx,"Phoenix, AZ","Kansas City, MO",AZ-MO,Office Supplies,79.2,8,5,6,0.6,1,3.97,3.93,-0.04,0,1,4,0,0,1,1,0.0501,1.2,1.088888888888889,0.2222222222222222,0.0,0.22777777777777775,1.0,0.75,1
SHP-01375,2023-01-13,outbound,CargoLink,"New York, NY","Charlotte, NC",NY-NC,Food & Beverage,268.9,23,5,5,0.1,1,7.86,8.06,0.2,0,1,4,0,0,1,2,0.0292,1.0,-0.16,0.6,0.0,0.462,1.15,0.8571,2
SHP-01756,2023-01-13,outbound,SwiftLog,"Seattle, WA","Nashville, TN",WA-TN,Pharmaceuticals,43.9,24,14,15,0.6,1,4.54,4.7,0.16,0,1,4,0,0,1,0,0.1034,1.0714,1.44,0.19999999999999996,0.0,0.284,1.292,0.75,1
SHP-00314,2023-01-13,inbound,SwiftLog,"Seattle, WA","Indianapolis, IN",WA-IN,Automotive,103.9,69,2,4,2.0,1,7.35,7.04,-0.31,0,1,4,0,0,1,1,0.0707,2.0,1.44,0.19999999999999996,0.0,0.284,1.618,0.8182,2
SHP-01277,2023-01-13,inbound,FastFreight,"Memphis, TN","Salt Lake City, UT",TN-UT,Food & Beverage,218.9,76,7,7,-0.0,0,8.68,8.72,0.04,0,1,4,0,0,1,2,0.0397,1.0,-0.18,0.6,0.1,-0.16199999999999998,1.964,0.7273,1
SHP-00298,2023-01-13,outbound,CargoLink,"Los Angeles, CA","Baltimore, MD",CA-MD,Pharmaceuticals,34.0,80,7,10,3.3,1,6.67,6.96,0.29,0,1,4,0,0,1,0,0.1962,1.4286,-0.16,0.6,0.0,0.462,1.529,0.8571,2
SHP-00819,2023-01-14,outbound,RelayEx,"Denver, CO","Nashville, TN",CO-TN,Pharmaceuticals,57.3,14,3,4,0.9,1,4.17,4.1,-0.07,0,1,5,1,0,1,0,0.0728,1.3333,1.04,0.19999999999999996,0.0,0.201,0.056,0.4444,0
SHP-02358,2023-01-14,outbound,SwiftLog,"Los Angeles, CA","Portland, OR",CA-OR,Electronics,113.1,6,3,2,-0.9,0,4.44,4.87,0.43,0,1,5,1,0,1,1,0.0393,0.6667,1.4000000000000001,0.1428571428571429,0.0,0.18142857142857144,0.56,0.6,0
SHP-01089,2023-01-14,outbound,CargoLink,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Electronics,105.0,10,3,2,-0.9,0,4.99,5.1,0.11,0,1,5,1,0,1,1,0.0475,0.6667,0.3714285714285714,0.4285714285714286,0.0,0.39999999999999997,0.833,0.6,0
SHP-01972,2023-01-15,outbound,NorthStar,"Atlanta, GA","Louisville, KY",GA-KY,Office Supplies,216.3,60,2,5,3.3,1,8.66,8.9,0.24,0,1,6,1,0,1,2,0.04,2.5,1.0769230769230769,0.23076923076923073,0.0,0.573076923076923,1.665,0.75,1
SHP-00375,2023-01-15,outbound,DirectMove,"Houston, TX","Portland, OR",TX-OR,Consumer Goods,26.9,15,2,2,-0.3,0,3.68,4.12,0.44,0,1,6,1,0,1,0,0.1368,1.0,4.5,0.0,0.0,1.3050000000000002,0.7715000000000001,0.61905,0
SHP-02505,2023-01-15,outbound,RelayEx,"Dallas, TX","San Antonio, TX",TX-TX,Pharmaceuticals,151.6,105,2,3,0.6,1,9.27,9.44,0.17,0,1,6,1,0,1,2,0.0611,1.5,1.0272727272727273,0.18181818181818177,0.0,0.17636363636363636,0.6625000000000001,0.7202,1
SHP-02670,2023-01-15,outbound,RelayEx,"Dallas, TX","Minneapolis, MN",TX-MN,Consumer Goods,45.2,23,5,6,1.1,1,4.75,5.11,0.36,0,1,6,1,0,1,0,0.1051,1.2,1.0272727272727273,0.18181818181818177,0.0,0.17636363636363636,0.652,0.6182,0
SHP-01741,2023-01-16,inbound,RelayEx,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Pharmaceuticals,118.7,80,7,9,2.3,1,7.82,8.08,0.26,0,1,0,0,0,1,1,0.0659,1.2857,1.0,0.15384615384615385,0.0,0.19,1.45,0.8571,2
SHP-01218,2023-01-16,outbound,PrimeHaul,"Detroit, MI","Baltimore, MD",MI-MD,Electronics,187.4,95,3,4,1.3,1,9.81,9.87,0.06,0,1,0,0,0,1,2,0.0523,1.3333,-0.08000000000000004,0.4,0.0,0.06000000000000001,0.227,0.5455,0
SHP-00776,2023-01-16,outbound,NorthStar,"Chicago, IL","Portland, OR",IL-OR,Industrial Parts,57.6,33,3,5,2.5,1,5.45,5.45,0.0,0,1,0,0,0,1,0,0.0946,1.6667,1.2357142857142858,0.2142857142857143,0.0,0.5492857142857143,1.923,0.8462,2
SHP-00848,2023-01-16,outbound,RelayEx,"Phoenix, AZ","Louisville, KY",AZ-KY,Office Supplies,363.8,85,3,3,0.1,1,10.44,11.29,0.85,0,1,0,0,0,1,2,0.0287,1.0,1.0,0.15384615384615385,0.0,0.19,1.045,0.9091,2
SHP-02988,2023-01-16,inbound,DirectMove,"Chicago, IL","Nashville, TN",IL-TN,Automotive,89.1,62,5,2,-3.3,0,6.64,7.5,0.86,0,1,0,0,0,1,1,0.0745,0.4,3.54,0.19999999999999996,0.0,1.1320000000000001,0.833,0.8333,2
SHP-01237,2023-01-16,inbound,FastFreight,"Denver, CO","Salt Lake City, UT",CO-UT,Office Supplies,168.6,42,3,2,-0.7,0,6.85,6.75,-0.1,0,1,0,0,0,1,2,0.0406,0.6667,-0.1636363636363636,0.6363636363636364,0.09090909090909091,-0.14363636363636362,1.345,0.6364,0
SHP-02701,2023-01-17,inbound,CargoLink,"Memphis, TN","Salt Lake City, UT",TN-UT,Pharmaceuticals,173.0,25,10,10,0.2,1,6.72,7.14,0.42,0,1,1,0,0,1,2,0.0388,1.0,0.21249999999999997,0.5,0.0,0.36375,1.964,0.7273,1
SHP-01002,2023-01-17,outbound,SwiftLog,"Chicago, IL","Salt Lake City, UT",IL-UT,Electronics,65.3,107,3,3,-0.1,0,8.16,8.17,0.01,0,1,1,0,0,1,1,0.125,1.0,1.1125,0.25,0.0,0.2125,1.557,0.6429,0
SHP-01877,2023-01-17,outbound,FastFreight,"Chicago, IL","Portland, OR",IL-OR,Consumer Goods,48.9,46,5,4,-0.8,0,5.32,5.15,-0.17,0,1,1,0,0,1,0,0.1088,0.8,-0.20833333333333334,0.6666666666666667,0.08333333333333333,-0.13999999999999999,1.923,0.8462,2
SHP-01334,2023-01-17,outbound,RelayEx,"New York, NY","Indianapolis, IN",NY-IN,Consumer Goods,51.4,49,10,10,-0.2,0,5.95,6.38,0.43,0,1,1,0,0,1,0,0.1158,1.0,1.0266666666666666,0.1333333333333333,0.0,0.23866666666666667,0.9,0.7,1
SHP-00098,2023-01-17,outbound,FastFreight,"Miami, FL","Charlotte, NC",FL-NC,Electronics,56.3,249,5,3,-1.7,0,14.54,15.05,0.51,0,1,1,0,0,1,0,0.2583,0.6,-0.20833333333333334,0.6666666666666667,0.08333333333333333,-0.13999999999999999,0.518,0.5882,0
SHP-02720,2023-01-17,inbound,FastFreight,"Phoenix, AZ","Portland, OR",AZ-OR,Apparel,113.4,127,2,1,-0.6,0,10.5,10.41,-0.09,0,1,1,0,0,1,1,0.0926,0.5,-0.20833333333333334,0.6666666666666667,0.08333333333333333,-0.13999999999999999,0.467,0.6667,1
SHP-00790,2023-01-17,outbound,RelayEx,"Memphis, TN","Portland, OR",TN-OR,Consumer Goods,71.4,15,7,9,1.7,1,4.81,5.55,0.74,0,1,1,0,0,1,1,0.0674,1.2857,1.0266666666666666,0.1333333333333333,0.0,0.23866666666666667,0.125,0.5833,0
SHP-02088,2023-01-18,inbound,PrimeHaul,"Phoenix, AZ","Kansas City, MO",AZ-MO,Automotive,359.4,81,2,4,1.5,1,10.41,10.4,-0.01,0,1,2,0,0,1,2,0.029,2.0,0.14999999999999997,0.33333333333333337,0.0,0.06,1.0,0.75,1
SHP-01297,2023-01-18,inbound,FastFreight,"Detroit, MI","San Antonio, TX",MI-TX,Food & Beverage,58.0,15,7,7,0.5,1,4.32,4.32,0.0,0,1,2,0,0,1,0,0.0745,1.0,-0.3733333333333333,0.7333333333333334,0.06666666666666667,-0.09533333333333333,2.07,0.9,2
SHP-02476,2023-01-18,outbound,CargoLink,"Denver, CO","Portland, OR",CO-OR,Pharmaceuticals,209.9,26,10,10,0.2,1,6.62,7.36,0.74,0,1,2,0,0,1,2,0.0315,1.0,0.21111111111111108,0.4444444444444444,0.0,0.37,0.821,0.6429,0
SHP-01238,2023-01-18,inbound,PrimeHaul,"New York, NY","Charlotte, NC",NY-NC,Apparel,311.7,9,5,6,1.1,1,7.23,6.78,-0.45,0,1,2,0,0,1,2,0.0232,1.2,0.14999999999999997,0.33333333333333337,0.0,0.06,2.518,1.0,2
SHP-02263,2023-01-18,outbound,NorthStar,"Atlanta, GA","Portland, OR",GA-OR,Pharmaceuticals,131.9,13,14,16,2.5,1,4.68,4.9,0.22,0,1,2,0,0,1,2,0.0355,1.1429,1.32,0.19999999999999996,0.0,0.5126666666666667,0.55,0.6,0
SHP-01189,2023-01-18,outbound,DirectMove,"Chicago, IL","Indianapolis, IN",IL-IN,Automotive,87.6,28,10,14,3.7,1,5.39,6.0,0.61,0,1,2,0,0,1,1,0.0615,1.4,2.4,0.33333333333333337,0.0,1.0866666666666667,1.92,1.0,2
SHP-00639,2023-01-18,inbound,PrimeHaul,"Miami, FL","Minneapolis, MN",FL-MN,Automotive,27.5,31,5,6,0.7,1,4.54,4.74,0.2,0,1,2,0,0,1,0,0.1651,1.2,0.14999999999999997,0.33333333333333337,0.0,0.06,1.382,0.8182,2
SHP-00416,2023-01-18,inbound,FastFreight,"Atlanta, GA","Tampa, FL",GA-FL,Office Supplies,69.6,28,7,7,0.2,1,5.0,4.89,-0.11,0,1,2,0,0,1,1,0.0718,1.0,-0.3733333333333333,0.7333333333333334,0.06666666666666667,-0.09533333333333333,1.057,0.7143,1
SHP-01745,2023-01-18,inbound,SwiftLog,"Miami, FL","Salt Lake City, UT",FL-UT,Industrial Parts,38.2,57,3,2,-0.8,0,5.82,6.31,0.49,0,1,2,0,0,1,0,0.1524,0.6667,0.9777777777777779,0.33333333333333337,0.0,0.19,1.064,0.5455,0
SHP-00929,2023-01-18,outbound,PrimeHaul,"Miami, FL","San Antonio, TX",FL-TX,Office Supplies,384.2,48,7,6,-0.8,0,9.69,9.78,0.09,0,1,2,0,0,1,2,0.0252,0.8571,0.14999999999999997,0.33333333333333337,0.0,0.06,1.045,0.5455,0
SHP-01738,2023-01-18,inbound,FastFreight,"Chicago, IL","Louisville, KY",IL-KY,Consumer Goods,43.5,187,7,7,0.4,1,13.14,12.98,-0.16,0,1,2,0,0,1,0,0.3021,1.0,-0.3733333333333333,0.7333333333333334,0.06666666666666667,-0.09533333333333333,1.3,0.75,1
SHP-02862,2023-01-19,inbound,DirectMove,"Seattle, WA","Portland, OR",WA-OR,Automotive,105.5,25,3,8,5.0,1,5.61,6.18,0.57,0,1,3,0,0,1,1,0.0532,2.6667,2.585714285714286,0.2857142857142857,0.0,1.0185714285714285,1.943,0.9286,2
SHP-01377,2023-01-19,outbound,SwiftLog,"Detroit, MI","Indianapolis, IN",MI-IN,Electronics,121.5,209,5,7,1.6,1,14.46,15.19,0.73,0,1,3,0,0,1,1,0.119,1.4,0.8,0.4,0.0,0.22000000000000003,1.32,0.8,1
SHP-01119,2023-01-19,outbound,NorthStar,"Phoenix, AZ","Tampa, FL",AZ-FL,Office Supplies,468.0,152,14,13,-1.2,0,15.06,14.98,-0.08,0,1,3,0,0,1,2,0.0322,0.9286,1.39375,0.1875,0.0,0.494375,-0.536,0.2727,0
SHP-00432,2023-01-19,outbound,DirectMove,"Denver, CO","Tampa, FL",CO-FL,Pharmaceuticals,130.0,38,3,5,2.2,1,5.86,6.64,0.78,0,1,3,0,0,1,2,0.0451,1.6667,2.585714285714286,0.2857142857142857,0.0,1.0185714285714285,0.867,0.8333,2
SHP-02990,2023-01-19,inbound,RelayEx,"New York, NY","Indianapolis, IN",NY-IN,Office Supplies,46.5,40,3,4,0.6,1,5.58,5.68,0.1,0,1,3,0,0,1,0,0.12,1.3333,0.9941176470588234,0.17647058823529416,0.0,0.27941176470588236,0.969,0.8125,2
